,0
0,0.8893583344313051
1,0.9132456373256608
2,0.689036112555863
3,0.7368886998506209
4,0.712904761520631
5,0.985362304533193
6,0.868144534981633
7,0.985362304533193
8,0.821790453660002
9,0.808830909714283
10,0.8117374355029209
11,0.8405244200368349
12,
13,
14,0.61858658894237
15,
16,0.977322748453864
17,0.7762143017918292
18,0.8893583344313051
19,0.809656501304754
20,0.7451286594500691
21,0.912321272620108
22,0.934727481214933
23,
24,0.5398309778981321
25,0.9770039136765948
26,0.8752749359614991
27,0.9176836955253008
28,0.8612221126412309
29,0.9295498970084142
30,
31,
32,0.779488640513158
33,
34,
35,
36,0.6356742027344761
37,0.7451286594500691
38,0.702862672124874
39,0.902754441153082
40,0.952012890859575
41,0.662839882018239
42,0.902179678588034
43,0.823887621402229
44,0.8649280602903789
45,0.981801449059483
46,
47,0.927313691140828
48,0.863807517656229
49,0.8849594639092758
50,0.525911644186955
51,
52,
53,
54,
55,0.525911644186955
56,0.369818613599012
57,0.8064862783469449
58,0.960328804726392
59,0.746938647823897
60,0.6071040114735239
61,0.8716366130497679
62,0.659327639950155
63,0.8759295136878599
64,0.685546933447215
65,
66,
67,0.6682070804616579
68,
69,0.4948360555103449
70,0.702883345269029
71,0.958061123184194
72,0.966429051531217
73,0.8953924699379809
74,0.763888627628251
75,0.7536228124389599
76,
77,0.9181554859004508
78,0.850624799898603
79,0.7762143017918292
80,0.967261520557242
81,0.972168276378872
82,0.740000395575166
83,
84,0.855454225791768
85,0.6790930072571709
86,0.8427207584093199
87,
88,
89,0.369818613599012
90,0.996715249103594
91,0.17157256604351004
92,
93,0.687235808047854
94,0.783964151222434
95,0.924575572130445
96,0.7592143730521619
97,0.7346744324120071
98,0.763660737863135
99,0.675113136027326
100,0.977373397052578
101,0.912127629857462
102,0.6687310596139351
103,0.6244160531131
104,0.958061123184194
105,
106,0.675855163151805
107,0.6673097335136711
108,0.800641030392672
109,0.7474000005433891
110,
111,0.26209989305482195
112,0.620433102986336
113,0.989405655597052
114,0.7945542802049309
115,0.908840013826751
116,
117,0.709365841212413
118,0.959504102927322
119,0.549290561818201
120,0.905008442176456
121,
122,0.9039794369465972
123,0.681116678146929
124,0.7167677185710659
125,0.959575418814835
126,0.666439927320741
127,0.8945308473962
128,
129,0.990622992070682
130,
131,0.93894786065468
132,0.7611528512677391
133,0.696255620475194
134,0.951347243874808
135,
136,0.533487434742129
137,0.7192340418097279
138,0.7051555661993579
139,
140,
141,
142,0.985362304533193
143,
144,0.395960621391959
145,
146,
147,
148,0.826221883501244
149,0.7868388153538292
150,0.5912028234150329
151,0.588226036633041
152,0.333624934275264
153,0.7762143017918292
154,
155,0.7442751720870151
156,0.7728617064639409
157,
158,
159,
160,0.7816468235459221
161,0.604478500098767
162,0.7612044734125529
163,0.625016835615848
164,0.805044625887052
165,0.8332716206633991
166,0.990183423225766
167,0.751802018825948
168,0.919164686484351
169,0.714082554606884
170,0.880292298465595
171,0.681392580684948
172,0.7303965317265101
173,0.8441295328730251
174,0.5756339413855579
175,0.9460840531053272
176,0.972528713068513
177,
178,
179,0.8956249528278171
180,0.747380679479041
181,0.879698099554624
182,
183,0.951579698211867
184,
185,0.988310688682145
186,0.9905410101548572
187,0.634305508097229
188,0.96486423059904
189,0.914164968933594
190,
191,0.7474000005433891
192,0.6420037007885551
193,0.912438067389521
194,0.942270033965132
195,0.847023007990757
196,0.9176874178377372
197,0.680829111345797
198,0.938080802457812
199,0.985643023119281
200,0.7018414041618749
201,
202,0.847155283261011
203,0.670864654699651
204,0.671064938276037
205,0.8806172794202272
206,0.685829263707865
207,
208,0.5367801872250371
209,0.783964151222434
210,0.835331622867029
211,0.92778809479751
212,
213,
214,
215,0.968228408323359
216,0.951614328049711
217,
218,
219,0.734581621309749
220,
221,
222,0.725561908504234
223,0.8117374355029209
224,0.99212089068937
225,0.792351437938035
226,0.771360458163323
227,0.9132456373256608
228,0.7816468235459221
229,
230,
231,
232,
233,
234,0.979465117472945
235,0.9867266102891228
236,
237,0.906226600306898
238,0.9870731047438492
239,0.8547516910746379
240,
241,
242,
243,
244,
245,
246,
247,0.965880763508832
248,0.962390614256596
249,
250,
251,
252,0.37862292532180497
253,
254,
255,0.964184517380721
256,0.817784880979103
257,0.681392580684948
258,0.9637187664209492
259,0.921157162689612
260,
261,0.666439927320741
262,
263,0.6764932781189871
264,0.6691047999437989
265,0.994353467821624
266,0.9886823231495028
267,0.889243859354669
268,0.7628835757368109
269,0.952784831796622
270,0.9490552721115892
271,0.817085211359091
272,0.941246925424048
273,0.9181554859004508
274,
275,
276,
277,0.665606925818635
278,0.7692826304479671
279,0.996816887924287
280,0.9938730001883952
281,0.9814518630472808
282,0.8717335197763342
283,0.0458603623622965
284,0.992949638210053
285,0.921157162689612
286,0.96486423059904
287,0.8564855523596491
288,0.78629622166069
289,0.938206576023377
290,
291,0.599444386845521
292,0.468011650177501
293,0.719608747873973
294,0.478971725210438
295,0.7192340418097279
296,0.972528713068513
297,0.536257160871805
298,0.909228868415543
299,0.9205007496872708
300,0.4445560693357121
301,0.906226600306898
302,0.7699208900708291
303,0.709365841212413
304,0.731168991781016
305,0.8366464309450409
306,0.964903377475922
307,
308,0.773956782139421
309,0.859908964303261
310,
311,
312,
313,0.977322748453864
314,0.814729656238842
315,0.98171955798751
316,0.911024734659618
317,0.87025004840764
318,0.911024734659618
319,0.819467596356385
320,0.8726911216517859
321,0.91214231369737
322,0.808276869260383
323,0.909228868415543
324,
325,0.8242725424448459
326,
327,
328,0.9140115094011092
329,0.959127814263238
330,0.680840283323301
331,0.909228868415543
332,0.8709921900275079
333,0.79419595345781
334,0.5912028234150329
335,0.996816887924287
336,0.809525431848876
337,0.968015795853564
338,0.880899912659159
339,0.934727481214933
340,0.886545551927444
341,0.847023007990757
342,0.6733054773116229
343,0.7602041933242941
344,0.8815892786922359
345,0.9944529697354292
346,0.8587823729945808
347,0.588041746633978
348,0.72910359901786
349,0.938328947274718
350,0.7565315868357659
351,0.754708820189362
352,0.855454225791768
353,0.738908182682943
354,
355,
356,
357,
358,
359,
360,0.61858658894237
361,0.938080802457812
362,0.9660625578354788
363,
364,
365,
366,0.93347032689813
367,0.7831853626876158
368,0.996619552090489
369,0.9588011071236708
370,
371,
372,
373,
374,
375,0.7591640567474979
376,0.16580319410503502
377,0.7372639482595579
378,0.746938647823897
379,0.679376427234687
380,0.935443591293528
381,
382,
383,
384,
385,
386,
387,0.8104421748458008
388,
389,0.9617817766086568
390,
391,
392,
393,
394,
395,
396,
397,0.8457290175445109
398,
399,0.8160446789766669
400,0.7942037202663441
401,0.844166100994797
402,0.791058839492014
403,0.9506537407464628
404,
405,
406,
407,
408,
409,0.642693386059316
410,0.729547523528731
411,0.5711051903794571
412,0.9442258530736708
413,0.73660034631101
414,
415,
416,0.366844349582044
417,0.7412948179995759
418,0.845272606942855
419,0.8224372066249871
420,0.823744457975357
421,0.18900628797893496
422,0.146942195852965
423,0.761349938655998
424,0.637008050518127
425,
426,0.954788170471844
427,0.7864698697236371
428,0.8314462659010551
429,0.891461704933455
430,0.761349938655998
431,
432,
433,
434,0.666227774629046
435,0.901155145011259
436,0.906857900163178
437,0.747380679479041
438,0.5940856590645329
439,0.171376108831664
440,0.8598557972667429
441,0.778832939744926
442,0.9506537407464628
443,0.8758158709959251
444,0.909800856529561
445,0.8955660085110079
446,0.805782375570432
447,0.860747118763808
448,
449,0.595138063377062
450,0.961249424546616
451,0.40797119223248296
452,0.9584632687333812
453,0.838047701993578
454,0.782668107695789
455,0.922350225686324
456,
457,0.802179969193828
458,0.601177665960935
459,0.780563804566032
460,0.7458035763876251
461,0.8915176366350749
462,0.7243001283532271
463,0.7889985319727941
464,0.894429090428555
465,0.747380679479041
466,0.783052946329332
467,0.942270033965132
468,0.800280802666321
469,0.07431943294046699
470,
471,0.9854883732175792
472,0.5403267091837279
473,0.8131641146877159
474,0.979936530793529
475,
476,
477,0.866153386326573
478,
479,0.982527477508764
480,
481,0.783964151222434
482,
483,0.993690874016001
484,
485,
486,0.677896341423903
487,0.0157694865897816
488,0.309194527007472
489,0.0475604564747312
490,0.688965983524457
491,0.909228868415543
492,0.909201972495944
493,0.9709439506399892
494,0.9197253367679432
495,0.776490704187389
496,0.6071040114735239
497,0.9295498970084142
498,0.930399159186252
499,0.876016481957219
500,0.85829565710425
501,0.7561091323197371
502,0.8914066806652741
503,0.6433839985431601
504,0.642693386059316
505,0.800641030392672
506,0.990622992070682
507,0.7542158493195641
508,0.942444957423976
509,0.7762143017918292
510,0.9861964189341792
511,0.897948383526314
512,0.786208924084843
513,0.831385676324771
514,0.7174301688422379
515,0.8272090956399121
516,0.652630512757485
517,0.7146416161245459
518,0.6420037007885551
519,0.6691047999437989
520,
521,0.861747392984107
522,0.921157162689612
523,0.999985363272351
524,0.888893137608609
525,0.8370766344863709
526,
527,0.7639333882476709
528,0.977392233206084
529,0.428897755990704
530,0.800280802666321
531,
532,0.912757344648793
533,0.7579273448806091
534,0.964184517380721
535,0.920137871975317
536,0.535263242107012
537,0.90072921688099
538,0.7780002601107291
539,0.839972971189183
540,0.991896573642453
541,0.980712444574173
542,0.9583491299091652
543,0.997574330228112
544,
545,0.8079632050267491
546,0.966429051531217
547,0.489428041896633
548,0.197274729682048
549,0.8489459020533331
550,
551,
552,0.821513655793245
553,0.938328947274718
554,
555,0.8493401550388839
556,0.7916824664132991
557,
558,0.739768466004522
559,0.974130508340233
560,0.723448195324277
561,0.906226600306898
562,0.905029750669808
563,0.675964611760539
564,
565,
566,
567,0.823846712857449
568,0.6071040114735239
569,0.554079443231172
570,
571,
572,
573,
574,
575,
576,
577,0.677896341423903
578,0.943602022256434
579,0.7864698697236371
580,0.924909008341788
581,0.9617992391068292
582,0.546193144685269
583,0.8676344953335892
584,0.938966923491239
585,0.7174301688422379
