,0
0,1.0
1,1.0
2,0.757858283255199
3,1.4142135623730951
4,1.0717734625362931
5,1.0717734625362931
6,1.0
7,1.0717734625362931
8,1.148698354997035
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.148698354997035
17,1.0
18,0.9330329915368074
19,1.0
20,1.0
21,0.9330329915368074
22,0.757858283255199
23,0.9330329915368074
24,0.8705505632961241
25,0.9330329915368074
26,1.0
27,0.9330329915368074
28,1.0
29,1.0
30,1.148698354997035
31,1.0
32,1.0717734625362931
33,0.6155722066724582
34,1.0
35,1.0
36,1.3195079107728942
37,1.0717734625362931
38,1.0
39,1.148698354997035
40,1.0
41,1.148698354997035
42,0.6155722066724582
43,0.8122523963562356
44,1.0717734625362931
45,1.0717734625362931
46,1.148698354997035
47,1.0717734625362931
48,0.757858283255199
49,1.2311444133449163
50,1.0
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,1.0
57,1.0717734625362931
58,1.0717734625362931
59,1.148698354997035
60,0.8122523963562356
61,0.8122523963562356
62,1.0717734625362931
63,0.9330329915368074
64,1.0717734625362931
65,0.7071067811865476
66,1.0
67,1.2311444133449163
68,1.0
69,1.0
70,1.0717734625362931
71,0.9330329915368074
72,1.0
73,1.0
74,0.9330329915368074
75,1.2311444133449163
76,1.2311444133449163
77,1.0
78,1.0
79,1.0
80,1.0
81,1.148698354997035
82,1.148698354997035
83,1.148698354997035
84,0.9330329915368074
85,0.8705505632961241
86,1.109569472067845
87,1.0
88,1.0
89,0.8705505632961241
90,0.8122523963562356
91,0.757858283255199
92,0.9330329915368074
93,1.0
94,1.2311444133449163
95,0.8705505632961241
96,1.0717734625362931
97,0.8122523963562356
98,0.8705505632961241
99,1.0717734625362931
100,1.0
101,1.148698354997035
102,1.0717734625362931
103,1.148698354997035
104,1.0717734625362931
105,0.8705505632961241
106,1.0
107,0.757858283255199
108,1.0
109,1.0
110,1.0
111,1.0
112,0.9330329915368074
113,1.0
114,1.0
115,1.0
116,0.6597539553864471
117,1.148698354997035
118,1.148698354997035
119,1.0717734625362931
120,1.2311444133449163
121,1.0717734625362931
122,1.0717734625362931
123,0.8122523963562356
124,0.8122523963562356
125,1.148698354997035
126,1.0
127,0.8705505632961241
128,1.2311444133449163
129,0.9330329915368074
130,1.2311444133449163
131,1.148698354997035
132,0.9330329915368074
133,0.9330329915368074
134,1.2311444133449163
135,0.8705505632961241
136,1.0717734625362931
137,0.9330329915368074
138,0.9330329915368074
